Manufacturer,Model,Vehicle_Type,Fuel_Type,Transmission,Region,Year,Engine_Size,Horsepower,MPG,Price,Mileage,Age,Sales
Chevrolet,Camaro,Hatchback,Electric,Automatic,North,2023,2.7,355,51.4,25244.0,54947,1,35605.0
Mercedes-Benz,S-Class,Truck,Hybrid,Automatic,South,2015,5.5,286,39.2,59179.0,80633,9,25756.0
Hyundai,Santa Fe,Hatchback,Hybrid,Automatic,Central,2015,1.1,326,29.5,74469.0,58330,9,23420.0
Chevrolet,Silverado,Coupe,Gasoline,Automatic,West,2021,4.9,160,46.5,24294.0,90758,3,13859.0
Ford,Focus,Sedan,Gasoline,Automatic,West,2019,2.3,267,40.0,19791.0,139550,5,13437.0
Kia,Sorento,Sedan,Hybrid,Automatic,Central,2015,2.9,231,39.8,75751.0,11800,9,19972.0
Ford,Mustang,Sedan,Gasoline,Automatic,East,2015,3.1,254,34.5,22626.0,6839,9,23473.0
Kia,Rio,Sedan,Gasoline,Automatic,South,2016,2.5,371,15.3,31274.0,63469,8,16047.0
Honda,CR-V,SUV,Gasoline,Manual,Central,2023,1.5,309,25.3,75417.0,131406,1,14226.0
Honda,CR-V,Hatchback,Diesel,Automatic,West,2017,1.6,106,19.4,67190.0,28617,7,7579.0
Honda,HR-V,Truck,Gasoline,Automatic,East,2023,2.5,110,41.5,37279.0,148330,1,7471.0
Mercedes-Benz,E-Class,SUV,Gasoline,Automatic,Central,2020,5.1,299,24.9,77044.0,11878,4,26761.0
Ford,Escape,Sedan,Hybrid,Automatic,South,2020,1.7,350,33.0,51923.0,99634,4,22274.0
Kia,Sportage,Sedan,Diesel,Manual,East,2021,4.7,163,29.1,19696.0,61926,3,12073.0
Chevrolet,Equinox,SUV,Gasoline,CVT,West,2022,2.4,279,20.7,60699.0,67309,2,21243.0
Toyota,RAV4,Sedan,Hybrid,Automatic,North,2017,5.4,227,53.3,49923.0,124907,7,16214.0
Chevrolet,Camaro,Sedan,Gasoline,Manual,South,2022,3.1,361,52.3,52218.0,3753,2,33427.0
Toyota,Highlander,SUV,Gasoline,Automatic,East,2020,1.9,219,18.4,79617.0,1444,4,21943.0
BMW,3 Series,Sedan,Diesel,Automatic,Central,2020,5.9,147,48.1,24913.0,145718,4,5540.0
Chevrolet,Tahoe,Hatchback,Gasoline,Automatic,Central,2017,1.9,168,34.5,57692.0,6630,7,17817.0
Hyundai,Tucson,Sedan,Gasoline,CVT,East,2020,3.8,476,45.9,44818.0,57125,4,32133.0
Hyundai,Tucson,Sedan,Hybrid,Automatic,Central,2022,3.8,361,21.0,32673.0,119283,2,18322.0
Audi,Q7,Sedan,Electric,CVT,East,2021,2.9,329,20.3,60080.0,63579,3,22414.0
Ford,Explorer,Sedan,Diesel,Automatic,South,2021,5.8,351,50.6,58434.0,37532,3,28451.0
Toyota,Corolla,Truck,Gasoline,Automatic,Central,2017,5.2,330,50.9,70672.0,55788,7,31327.0
Toyota,Corolla,Truck,Gasoline,Manual,South,2017,5.1,323,33.6,72127.0,93255,7,22646.0
Ford,Explorer,SUV,Gasoline,CVT,West,2019,5.9,306,49.8,51518.0,91212,5,25751.0
Mercedes-Benz,GLC,Truck,Gasoline,Manual,West,2019,3.3,440,41.7,36162.0,75266,5,33307.0
Audi,A6,SUV,Gasoline,Manual,West,2023,1.5,465,22.4,49423.0,19167,1,34085.0
Mercedes-Benz,GLC,Truck,Diesel,Automatic,West,2023,4.8,127,28.2,38352.0,23510,1,17643.0
Mercedes-Benz,GLC,Sedan,Gasoline,Automatic,Central,2019,2.9,464,20.4,33028.0,49912,5,24773.0
Mercedes-Benz,GLE,SUV,Gasoline,Automatic,East,2019,2.0,318,46.0,50852.0,111830,5,24624.0
Ford,F-150,Truck,Diesel,Automatic,Central,2020,3.4,488,54.4,57766.0,104524,4,33858.0
Mercedes-Benz,E-Class,Coupe,Gasoline,CVT,Central,2022,5.6,436,36.9,53387.0,103654,2,24908.0
Hyundai,Santa Fe,Truck,Electric,Manual,South,2020,1.9,200,41.2,77037.0,112689,4,27973.0
Honda,Civic,Sedan,Gasoline,Manual,East,2020,5.2,157,44.8,34411.0,66196,4,19987.0
BMW,X3,Sedan,Hybrid,Automatic,North,2023,3.1,123,24.0,39202.0,71786,1,11005.0
Toyota,RAV4,Hatchback,Hybrid,Manual,North,2015,1.7,326,28.4,58397.0,97711,9,18985.0
Toyota,Highlander,Sedan,Hybrid,CVT,East,2018,5.2,268,31.5,54023.0,14833,6,23777.0
BMW,X3,Sedan,Gasoline,Automatic,North,2016,5.8,345,38.8,15121.0,17208,8,23838.0
Ford,Mustang,Sedan,Electric,Automatic,East,2023,2.5,423,49.0,35299.0,125219,1,32429.0
Chevrolet,Tahoe,Sedan,Gasoline,Manual,South,2017,2.5,311,25.2,31495.0,125463,7,8766.0
Ford,F-150,Sedan,Gasoline,Automatic,South,2016,3.0,462,33.8,69594.0,110903,8,28120.0
Toyota,Highlander,SUV,Gasoline,CVT,Central,2022,5.1,365,45.1,71306.0,143060,2,21424.0
Toyota,Corolla,SUV,Gasoline,Automatic,North,2018,1.1,120,18.5,33453.0,71756,6,11004.0
BMW,X5,Hatchback,Gasoline,Automatic,East,2016,2.1,223,35.5,21635.0,120955,8,12198.0
Mercedes-Benz,GLC,Sedan,Gasoline,Automatic,South,2018,4.5,468,20.8,28338.0,78789,6,24598.0
Ford,Explorer,Sedan,Gasoline,Automatic,Central,2021,3.0,196,36.6,26477.0,67867,3,12375.0
Kia,Rio,SUV,Hybrid,Automatic,North,2021,2.7,237,45.7,30433.0,147103,3,21025.0
BMW,7 Series,SUV,Gasoline,Automatic,North,2015,5.4,437,24.5,30252.0,23372,9,29766.0
Hyundai,Accent,SUV,Diesel,CVT,North,2015,5.6,452,49.0,46190.0,14817,9,40193.0
Toyota,Camry,Coupe,Electric,CVT,South,2017,5.7,192,28.4,35777.0,128223,7,9287.0
BMW,7 Series,Sedan,Gasoline,Automatic,South,2016,2.4,194,22.6,51388.0,102133,8,5489.0
Ford,F-150,Coupe,Diesel,Automatic,North,2017,5.6,123,33.6,37369.0,128077,7,401.0
Toyota,Prius,SUV,Electric,Automatic,South,2018,4.7,479,50.0,67954.0,96324,6,35297.0
Chevrolet,Silverado,Sedan,Gasoline,Manual,North,2021,1.8,495,17.8,76802.0,91234,3,21168.0
BMW,X5,Coupe,Gasoline,Automatic,West,2016,4.1,235,28.1,41255.0,100419,8,10055.0
Audi,Q7,SUV,Hybrid,Automatic,South,2021,1.1,433,41.1,18215.0,3217,3,40225.0
Toyota,RAV4,Sedan,Electric,Automatic,East,2019,4.5,232,29.3,30573.0,41034,5,22959.0
Ford,F-150,Sedan,Diesel,Manual,South,2022,4.7,153,17.8,21621.0,127969,2,100.0
Honda,Accord,Sedan,Gasoline,Automatic,North,2022,4.9,391,28.3,37410.0,120706,2,21008.0
Kia,Sportage,SUV,Electric,Manual,East,2019,1.9,211,47.8,56932.0,106140,5,26327.0
Volkswagen,Atlas,Sedan,Gasoline,CVT,Central,2022,4.1,230,53.7,48729.0,111702,2,20247.0
Mercedes-Benz,C-Class,Sedan,Gasoline,Automatic,East,2023,1.9,377,16.6,30787.0,29437,1,25235.0
Volkswagen,Golf,Sedan,Gasoline,Automatic,East,2021,5.7,363,37.8,64872.0,13888,3,27509.0
Ford,Escape,Truck,Gasoline,Automatic,South,2020,4.4,481,19.2,23546.0,144425,4,20025.0
Hyundai,Santa Fe,Coupe,Hybrid,Automatic,East,2021,1.5,177,42.2,29833.0,69765,3,19777.0
Hyundai,Tucson,Truck,Hybrid,Automatic,East,2021,1.9,362,15.3,58943.0,23354,3,29978.0
Honda,Civic,Sedan,Hybrid,Automatic,North,2017,4.3,167,15.6,27820.0,52242,7,11961.0
Mercedes-Benz,E-Class,Hatchback,Gasoline,Manual,South,2020,3.4,161,46.1,59120.0,145259,4,10676.0
Audi,A4,Truck,Diesel,Automatic,North,2020,4.7,462,18.0,78501.0,142140,4,16219.0
Honda,Fit,Coupe,Hybrid,Automatic,South,2023,2.4,274,27.2,69038.0,16257,1,20807.0
Volkswagen,Tiguan,SUV,Gasoline,Automatic,Central,2015,4.3,379,53.3,25401.0,57874,9,34309.0
Honda,Civic,SUV,Electric,Automatic,East,2021,1.9,489,54.4,48832.0,8625,3,48424.0
Volkswagen,Atlas,Truck,Hybrid,Automatic,South,2015,3.7,335,21.5,42451.0,48530,9,24619.0
Toyota,RAV4,Sedan,Diesel,Automatic,East,2018,5.8,235,37.4,79459.0,77461,6,18810.0
Hyundai,Santa Fe,SUV,Gasoline,Automatic,East,2021,4.1,323,37.4,77686.0,81282,3,24241.0
Toyota,Camry,Coupe,Hybrid,CVT,West,2020,1.2,188,33.1,23262.0,102011,4,14763.0
Kia,Sportage,Coupe,Electric,Automatic,North,2020,5.9,206,52.0,74068.0,60637,4,24060.0
Mercedes-Benz,GLE,Hatchback,Gasoline,Manual,South,2019,1.8,140,45.2,27572.0,73794,5,12357.0
Audi,TT,Truck,Hybrid,Automatic,Central,2021,4.6,285,45.6,35764.0,92390,3,26310.0
Volkswagen,Golf,Sedan,Gasoline,Manual,West,2023,3.7,287,25.8,37972.0,74395,1,14120.0
Audi,A4,Sedan,Diesel,Automatic,North,2020,2.5,465,32.4,33643.0,77696,4,27605.0
Volkswagen,Tiguan,SUV,Diesel,Manual,Central,2021,1.9,486,34.5,70461.0,147605,3,19326.0
Ford,Escape,SUV,Hybrid,Automatic,Central,2023,1.9,108,27.0,36446.0,37478,1,15856.0
Honda,CR-V,Sedan,Hybrid,Automatic,East,2021,5.3,279,18.8,68088.0,21584,3,20913.0
Kia,Rio,Sedan,Gasoline,Automatic,North,2020,5.4,285,20.1,79634.0,145001,4,10867.0
Hyundai,Santa Fe,SUV,Gasoline,Automatic,West,2017,3.3,181,22.2,69649.0,14130,7,17151.0
Volkswagen,Passat,Truck,Hybrid,Automatic,South,2015,1.5,276,23.1,37499.0,30457,9,20319.0
Audi,A4,Hatchback,Gasoline,CVT,South,2023,5.4,193,24.7,61231.0,96241,1,7641.0
Kia,Optima,Truck,Gasoline,Automatic,West,2021,3.4,488,25.2,49705.0,132893,3,21207.0
Chevrolet,Silverado,Truck,Gasoline,Manual,East,2017,3.2,215,33.2,66124.0,48615,7,21583.0
Chevrolet,Equinox,SUV,Gasoline,Automatic,East,2023,3.0,259,35.4,24951.0,113671,1,22566.0
Toyota,Camry,Hatchback,Hybrid,Automatic,Central,2017,2.8,344,27.4,56479.0,41434,7,26545.0
Hyundai,Elantra,SUV,Hybrid,Automatic,North,2017,3.6,382,51.3,65288.0,141976,7,28731.0
Ford,Escape,Coupe,Gasoline,Automatic,Central,2021,4.0,312,37.1,64480.0,105676,3,17563.0
Audi,A6,Hatchback,Gasoline,Automatic,South,2016,3.3,251,46.5,77634.0,15219,8,24447.0
Honda,Civic,Hatchback,Gasoline,Manual,West,2021,5.5,265,52.0,18797.0,7893,3,28727.0
Honda,Fit,SUV,Gasoline,Automatic,North,2021,2.6,499,21.5,37476.0,136670,3,24577.0
Audi,A6,Sedan,Gasoline,Manual,West,2015,3.9,242,32.1,45976.0,54644,9,15423.0
Mercedes-Benz,GLC,Sedan,Gasoline,Manual,North,2016,2.5,124,32.3,35135.0,109299,8,7600.0
Ford,Focus,Sedan,Hybrid,Automatic,South,2019,4.8,299,29.2,35136.0,12565,5,25929.0
Kia,Forte,Sedan,Hybrid,Manual,South,2018,1.5,332,15.4,26448.0,43674,6,22216.0
Volkswagen,Jetta,Sedan,Gasoline,Automatic,North,2017,1.9,103,47.6,67842.0,144404,7,8413.0
Mercedes-Benz,GLE,Sedan,Hybrid,Automatic,East,2022,5.0,387,19.5,74024.0,31668,2,24482.0
Volkswagen,Golf,SUV,Electric,Automatic,North,2021,1.9,272,54.8,20351.0,54946,3,35275.0
Volkswagen,Atlas,Truck,Gasoline,Automatic,South,2023,4.1,283,45.9,25068.0,57593,1,29784.0
Mercedes-Benz,E-Class,Sedan,Gasoline,Manual,West,2017,5.9,350,38.2,29849.0,82478,7,24921.0
Toyota,Highlander,Truck,Diesel,CVT,Central,2015,3.6,390,21.2,48084.0,5769,9,22773.0
Chevrolet,Silverado,Truck,Gasoline,Automatic,West,2023,1.9,385,35.6,66426.0,61038,1,31202.0
Volkswagen,Atlas,SUV,Hybrid,Automatic,South,2023,2.6,458,25.4,19645.0,78567,1,32038.0
Mercedes-Benz,GLC,Hatchback,Hybrid,Automatic,West,2015,5.1,211,25.1,56393.0,72360,9,12231.0
Mercedes-Benz,E-Class,Sedan,Gasoline,Manual,East,2022,2.8,404,48.2,24707.0,87008,2,28488.0
BMW,X5,Sedan,Hybrid,Automatic,East,2015,4.6,449,30.2,78145.0,50738,9,32287.0
Toyota,Camry,SUV,Hybrid,Automatic,North,2020,4.9,438,33.0,73420.0,129543,4,27227.0
Hyundai,Sonata,Sedan,Gasoline,Manual,West,2023,3.5,229,48.7,76723.0,135908,1,18142.0
BMW,3 Series,SUV,Gasoline,Automatic,West,2017,4.9,286,18.5,21901.0,146873,7,10935.0
BMW,7 Series,SUV,Hybrid,CVT,South,2020,2.6,128,38.8,46722.0,35560,4,22221.0
Audi,Q5,Sedan,Electric,Automatic,North,2017,3.6,257,38.1,25741.0,88508,7,24172.0
Chevrolet,Camaro,Sedan,Hybrid,CVT,North,2019,4.4,473,32.0,54023.0,92690,5,29616.0
Mercedes-Benz,GLC,Sedan,Electric,Automatic,West,2021,1.8,334,48.2,30128.0,13453,3,37180.0
Chevrolet,Tahoe,SUV,Gasoline,Automatic,Central,2018,2.4,377,52.7,65091.0,148259,6,25124.0
Ford,Escape,SUV,Gasoline,Manual,West,2018,4.3,201,33.6,56860.0,19334,6,22549.0
Audi,Q7,Sedan,Gasoline,Manual,West,2021,4.3,324,33.2,52154.0,77939,3,20034.0
Hyundai,Tucson,Sedan,Gasoline,Manual,West,2019,3.5,374,35.1,68640.0,142442,5,18454.0
Chevrolet,Malibu,Sedan,Hybrid,Automatic,East,2015,5.0,422,43.9,47518.0,132641,9,27194.0
Honda,CR-V,Sedan,Electric,CVT,North,2016,3.4,331,41.7,32540.0,30751,8,26956.0
Volkswagen,Jetta,Coupe,Hybrid,Automatic,East,2020,5.4,441,23.9,55346.0,68768,4,29185.0
Ford,Escape,Sedan,Diesel,Automatic,Central,2023,4.7,373,17.6,77209.0,101336,1,12649.0
Toyota,Highlander,Truck,Gasoline,Automatic,South,2021,2.6,464,53.0,54075.0,37275,3,36806.0
Hyundai,Santa Fe,Coupe,Gasoline,Manual,Central,2018,3.0,212,25.4,55925.0,140381,6,9104.0
Ford,Mustang,Sedan,Gasoline,Manual,North,2016,4.3,488,40.5,75759.0,135710,8,25389.0
Volkswagen,Tiguan,SUV,Hybrid,Automatic,South,2018,5.5,238,48.1,48493.0,63639,6,29507.0
Audi,Q5,Hatchback,Gasoline,Automatic,Central,2019,1.9,315,27.0,79763.0,53123,5,17512.0
Volkswagen,Tiguan,Coupe,Electric,Automatic,North,2016,3.6,413,40.4,25378.0,138701,8,27240.0
BMW,X5,SUV,Hybrid,Automatic,Central,2015,1.6,373,19.3,49908.0,32520,9,27937.0
Volkswagen,Golf,Truck,Gasoline,Automatic,South,2018,2.4,427,53.8,28839.0,43845,6,35949.0
BMW,3 Series,Coupe,Gasoline,Manual,South,2020,4.4,448,17.3,44466.0,133337,4,12918.0
Audi,A6,Sedan,Hybrid,Manual,Central,2015,1.4,283,32.5,26087.0,36416,9,24740.0
Kia,Forte,Coupe,Gasoline,CVT,East,2015,4.3,411,36.5,29464.0,98724,9,22357.0
BMW,X5,SUV,Hybrid,Automatic,Central,2023,5.5,293,46.6,28702.0,105777,1,28371.0
Toyota,RAV4,SUV,Diesel,Automatic,Central,2019,5.8,378,19.8,35802.0,113913,5,15274.0
Volkswagen,Passat,Hatchback,Gasoline,Automatic,Central,2016,2.1,371,32.6,23749.0,6572,8,26454.0
Volkswagen,Atlas,Coupe,Gasoline,Manual,East,2016,4.7,399,27.0,67607.0,65850,8,22797.0
Toyota,Highlander,SUV,Gasoline,Automatic,West,2018,5.6,171,27.5,29344.0,39001,6,21733.0
Honda,HR-V,Sedan,Hybrid,CVT,South,2016,1.5,295,46.2,42077.0,95626,8,22145.0
Mercedes-Benz,E-Class,SUV,Gasoline,Manual,North,2018,3.1,369,15.2,16044.0,18870,6,23259.0
Kia,Optima,Truck,Hybrid,Automatic,South,2020,5.6,492,45.0,21817.0,21754,4,41165.0
Hyundai,Accent,Truck,Hybrid,Automatic,South,2021,2.0,430,47.4,73258.0,21739,3,38763.0
BMW,7 Series,Hatchback,Hybrid,Manual,West,2020,5.7,339,51.1,69415.0,68153,4,31102.0
Toyota,Camry,Coupe,Gasoline,Manual,South,2018,3.6,207,40.1,69660.0,58234,6,19048.0
Audi,A6,SUV,Diesel,Automatic,South,2017,1.5,499,28.3,41738.0,29669,7,31268.0
BMW,5 Series,Sedan,Diesel,Automatic,East,2018,3.2,496,32.1,24200.0,11724,6,35853.0
Mercedes-Benz,E-Class,SUV,Diesel,Automatic,East,2019,2.6,391,53.8,22013.0,42381,5,36681.0
Audi,TT,Truck,Hybrid,Manual,East,2018,2.4,399,50.2,54364.0,24820,6,38904.0
Ford,Focus,SUV,Diesel,Automatic,East,2017,3.7,199,33.5,68833.0,11454,7,19062.0
Volkswagen,Tiguan,SUV,Hybrid,Automatic,East,2015,3.4,180,52.7,73507.0,59513,9,27674.0
Ford,Mustang,SUV,Gasoline,Automatic,North,2017,3.4,369,47.9,33768.0,93594,7,30754.0
BMW,5 Series,Sedan,Hybrid,CVT,West,2019,1.4,448,51.0,35867.0,132085,5,33455.0
Mercedes-Benz,S-Class,Sedan,Gasoline,Automatic,Central,2020,5.0,116,42.3,21557.0,128779,4,6214.0
Kia,Forte,SUV,Hybrid,Manual,East,2018,3.4,292,49.3,65337.0,4389,6,35330.0
BMW,5 Series,Sedan,Electric,Automatic,West,2015,5.1,311,50.7,32920.0,245,9,33484.0
Toyota,Camry,Sedan,Gasoline,Automatic,Central,2021,5.1,452,18.7,46260.0,45027,3,21519.0
Chevrolet,Equinox,Sedan,Diesel,Automatic,South,2023,2.6,225,53.6,75378.0,58551,1,23411.0
BMW,7 Series,SUV,Hybrid,Automatic,South,2020,1.0,409,28.3,63894.0,69056,4,30994.0
Volkswagen,Atlas,Sedan,Gasoline,Manual,West,2020,5.6,225,32.6,18428.0,75367,4,19699.0
Volkswagen,Tiguan,Coupe,Gasoline,Automatic,North,2023,4.8,229,46.7,15530.0,56735,1,17915.0
BMW,3 Series,SUV,Gasoline,Automatic,North,2018,1.5,244,41.6,66182.0,76376,6,23876.0
Audi,TT,Truck,Hybrid,Automatic,West,2019,4.5,355,50.7,50913.0,36363,5,39412.0
Chevrolet,Tahoe,Truck,Hybrid,Manual,North,2019,1.1,122,31.0,61822.0,39117,5,21673.0
Toyota,Prius,Sedan,Hybrid,Automatic,North,2019,1.1,313,29.9,25193.0,79341,5,22768.0
BMW,3 Series,SUV,Hybrid,Automatic,South,2022,3.6,228,16.3,71683.0,10913,2,16978.0
Audi,Q5,Hatchback,Hybrid,Automatic,North,2015,1.5,111,33.5,65266.0,60103,9,14049.0
Volkswagen,Golf,Truck,Gasoline,CVT,North,2017,5.8,240,44.0,72905.0,9178,7,22696.0
Volkswagen,Passat,Hatchback,Gasoline,Automatic,West,2022,5.5,367,27.0,37171.0,148415,2,11904.0
Mercedes-Benz,GLE,Truck,Diesel,Manual,North,2023,4.2,156,33.5,32921.0,133324,1,8583.0
BMW,7 Series,Sedan,Electric,Automatic,East,2016,1.3,185,23.8,24863.0,21918,8,21533.0
Chevrolet,Tahoe,Sedan,Hybrid,Automatic,East,2018,2.6,373,45.9,75456.0,21310,6,30887.0
Honda,Accord,SUV,Diesel,Automatic,West,2022,2.9,202,17.4,26494.0,65834,2,8389.0
Chevrolet,Malibu,SUV,Hybrid,Automatic,East,2019,3.4,438,43.2,22756.0,125065,5,30743.0
Volkswagen,Tiguan,Sedan,Gasoline,Manual,South,2015,1.8,449,30.2,27524.0,90811,9,24939.0
Volkswagen,Passat,Coupe,Hybrid,Automatic,West,2020,3.9,242,16.7,65140.0,61482,4,15554.0
Ford,Focus,SUV,Gasoline,Automatic,North,2023,3.2,433,49.1,72819.0,31023,1,36561.0
Volkswagen,Golf,Sedan,Gasoline,Manual,East,2023,5.7,428,34.5,67709.0,88359,1,23612.0
Toyota,Corolla,Coupe,Diesel,Automatic,South,2015,5.7,275,39.0,51611.0,81185,9,14920.0
Hyundai,Elantra,Coupe,Hybrid,Automatic,West,2018,3.8,232,44.3,79602.0,32109,6,27413.0
BMW,X5,SUV,Gasoline,CVT,West,2015,4.2,443,41.2,19476.0,117104,9,29159.0
Chevrolet,Malibu,Coupe,Diesel,Automatic,North,2021,1.7,363,44.2,71367.0,126954,3,18954.0
Hyundai,Sonata,Coupe,Hybrid,Manual,Central,2017,2.1,246,45.5,42801.0,148608,7,18561.0
Audi,Q5,SUV,Hybrid,Automatic,East,2016,5.5,111,38.6,44583.0,66834,8,22049.0
Honda,HR-V,Sedan,Hybrid,Automatic,South,2022,4.5,427,29.6,23294.0,54359,2,33359.0
Toyota,RAV4,Sedan,Gasoline,Automatic,West,2023,1.9,491,24.7,17173.0,88279,1,32087.0
Chevrolet,Equinox,SUV,Electric,CVT,East,2021,3.9,154,51.1,35581.0,71136,3,24670.0
Hyundai,Santa Fe,Sedan,Diesel,Automatic,South,2020,5.7,329,53.8,26365.0,109674,4,19827.0
Honda,Civic,Hatchback,Hybrid,Automatic,South,2020,2.7,221,29.3,46417.0,91159,4,17033.0
Ford,Escape,Truck,Hybrid,Manual,West,2023,1.9,448,19.5,24576.0,81127,1,28582.0
Toyota,Prius,Truck,Gasoline,Automatic,East,2019,5.7,332,23.9,23965.0,70699,5,21435.0
Toyota,Corolla,Hatchback,Gasoline,Manual,South,2019,3.3,261,41.8,72004.0,51517,5,17606.0
Ford,Focus,Coupe,Hybrid,Automatic,West,2016,3.1,181,21.9,74884.0,10382,8,18238.0
BMW,5 Series,Sedan,Diesel,Automatic,East,2020,2.3,146,46.2,77674.0,114390,4,10078.0
Ford,F-150,Sedan,Hybrid,Automatic,East,2020,5.5,463,51.9,59233.0,111827,4,32900.0
Toyota,Camry,Truck,Gasoline,Automatic,West,2020,5.2,390,53.5,65116.0,55165,4,34741.0
Toyota,Prius,SUV,Gasoline,Manual,East,2018,3.0,259,15.4,69326.0,136990,6,7012.0
Hyundai,Tucson,SUV,Gasoline,Manual,Central,2021,1.2,278,53.3,57830.0,46906,3,27449.0
Volkswagen,Atlas,SUV,Hybrid,Manual,South,2023,3.2,461,44.6,36466.0,67270,1,40853.0
Honda,HR-V,Hatchback,Gasoline,CVT,South,2015,1.9,307,18.4,25165.0,67072,9,15816.0
Ford,Explorer,SUV,Hybrid,Automatic,East,2017,1.7,489,31.6,30423.0,59716,7,38492.0
Honda,Civic,Truck,Gasoline,CVT,West,2023,3.0,492,43.0,69627.0,66781,1,34131.0
Ford,F-150,Sedan,Hybrid,CVT,North,2019,1.5,139,53.3,60246.0,35301,5,23365.0
Audi,A6,Truck,Gasoline,Automatic,East,2020,5.8,313,21.6,44627.0,50966,4,19302.0
Toyota,Prius,Sedan,Gasoline,Automatic,North,2022,1.2,451,20.1,16911.0,121318,2,23321.0
Volkswagen,Golf,Coupe,Hybrid,Manual,East,2023,3.0,253,33.9,32303.0,80501,1,17491.0
Hyundai,Accent,Sedan,Diesel,Automatic,North,2022,1.8,437,53.7,62378.0,65510,2,32951.0
Volkswagen,Passat,Truck,Gasoline,Manual,East,2017,4.4,392,53.9,48305.0,53366,7,33636.0
Volkswagen,Golf,Sedan,Electric,Automatic,West,2015,1.4,495,24.1,43310.0,15868,9,38702.0
Volkswagen,Tiguan,Sedan,Gasoline,Automatic,North,2019,3.7,265,27.8,35389.0,149229,5,6724.0
Honda,Accord,SUV,Gasoline,Automatic,Central,2021,4.9,371,51.3,54451.0,45409,3,31830.0
Ford,Explorer,SUV,Gasoline,Automatic,West,2016,5.8,123,44.4,77815.0,120734,8,14887.0
Kia,Optima,Sedan,Gasoline,Automatic,East,2015,4.5,214,53.9,73573.0,108157,9,18198.0
Audi,TT,Sedan,Gasoline,Automatic,North,2018,1.5,450,50.7,16982.0,140934,6,26383.0
Chevrolet,Malibu,Truck,Gasoline,Automatic,South,2017,1.4,359,23.6,46262.0,81208,7,20151.0
Volkswagen,Tiguan,Truck,Hybrid,Manual,West,2018,4.7,405,45.4,36416.0,8178,6,39422.0
BMW,X3,Sedan,Gasoline,Automatic,North,2015,2.1,463,16.9,48189.0,1087,9,26785.0
Honda,Accord,Truck,Hybrid,Manual,West,2016,3.2,325,47.7,54404.0,145665,8,23700.0
Hyundai,Santa Fe,Sedan,Gasoline,Automatic,North,2015,5.9,201,39.1,28002.0,126827,9,14839.0
Chevrolet,Camaro,SUV,Gasoline,Manual,South,2017,5.1,230,53.2,65802.0,3489,7,33409.0
Kia,Sportage,Sedan,Gasoline,CVT,Central,2018,5.2,363,53.4,45879.0,73547,6,30266.0
BMW,X5,SUV,Hybrid,Automatic,South,2015,5.3,111,17.0,79480.0,2489,9,17535.0
Kia,Rio,Sedan,Diesel,CVT,East,2020,4.1,421,21.4,16633.0,49967,4,24407.0
Chevrolet,Camaro,Hatchback,Hybrid,Automatic,West,2016,4.7,280,34.4,27332.0,139102,8,15637.0
Volkswagen,Tiguan,Sedan,Gasoline,Automatic,Central,2019,2.8,448,50.2,59826.0,57575,5,29957.0
BMW,X3,Sedan,Hybrid,CVT,West,2022,6.0,260,47.6,60187.0,91596,2,27231.0
Kia,Optima,Sedan,Diesel,Automatic,North,2018,2.4,213,53.6,52842.0,89237,6,18179.0
Hyundai,Santa Fe,Coupe,Gasoline,Automatic,East,2019,4.0,117,39.7,78177.0,34099,5,17385.0
Ford,Focus,SUV,Gasoline,Automatic,East,2023,2.4,203,25.3,41995.0,97836,1,15181.0
Toyota,RAV4,Truck,Gasoline,Manual,West,2016,1.6,285,16.0,42107.0,35189,8,18117.0
Ford,Mustang,Hatchback,Diesel,Manual,East,2016,3.8,441,23.9,74181.0,142887,8,13810.0
Chevrolet,Malibu,Hatchback,Gasoline,Automatic,West,2020,2.8,192,42.0,49999.0,83325,4,18147.0
Honda,Fit,Truck,Hybrid,CVT,North,2020,3.9,400,52.1,37992.0,56755,4,38229.0
Toyota,Prius,Sedan,Diesel,Manual,North,2017,3.8,242,27.8,61731.0,59526,7,14350.0
Audi,Q5,Coupe,Diesel,CVT,West,2023,3.7,242,50.0,55279.0,123058,1,14212.0
Hyundai,Elantra,Sedan,Gasoline,Automatic,South,2015,1.6,400,30.8,34917.0,97500,9,21649.0
Audi,Q7,Truck,Diesel,Manual,South,2017,3.2,199,27.3,34365.0,8084,7,18597.0
BMW,7 Series,Truck,Gasoline,CVT,North,2022,5.1,161,35.4,40715.0,8742,2,19427.0
Toyota,Prius,Truck,Gasoline,Automatic,Central,2022,2.6,183,32.7,19655.0,135146,2,13143.0
Audi,A4,SUV,Hybrid,CVT,South,2018,3.2,375,51.6,76270.0,44326,6,36594.0
Audi,A6,SUV,Gasoline,Automatic,West,2022,3.5,266,33.7,26896.0,87699,2,24250.0
Kia,Forte,Hatchback,Gasoline,Automatic,North,2022,5.3,394,26.1,27599.0,136725,2,17686.0
Ford,F-150,Sedan,Gasoline,CVT,East,2015,4.3,228,48.7,57057.0,46531,9,22248.0
Kia,Rio,Sedan,Gasoline,CVT,East,2017,1.5,463,54.9,62076.0,24776,7,38455.0
Toyota,Highlander,SUV,Gasoline,Automatic,South,2015,5.3,166,40.9,62894.0,69431,9,13619.0
Toyota,Camry,Hatchback,Gasoline,Automatic,Central,2016,5.2,146,25.0,39380.0,25922,8,11628.0
